,text_original,text_traducido,clase_RegLog,clase_SVM,clase_NavieBayes
3778,sr precidente si fuera bueno tambien que mande sacando un poco de venezolanos de nuestro pais porq de esa manera nuetro dinero sale del pais dinero mucha falta le hace al ecuador,"Mr. Precident, if it were good that he also ordered to get some Venezuelans out of our country, because that way our money leaves the country.",2,2,2
3779,prefiero mil veces la suspensión de garantías ecuatoriana que la venezolana estamos mucho peor que ecuador aun con todo el trajín que tienen ahora desearía que solo fuera circulación expresión reunión lo único que estuviera implícitamente vetado en el país ,I prefer a thousand times the suspension of Ecuadorian guarantees that the Venezuelan we are much worse than Ecuador even with all the bustle they have now I wish that it was only circulation expression meeting the only thing that was implicitly vetoed in the country,2,2,2
3780,lamento mucho lo que sucede en ecuador es el mismo libreto de venezuela ha de ser duro que después que maltrataron humillaron ofendieron los venezolanos migrantes ellos les toque emigrar ser gitanos del mundo por las misma causa que los venezolanos triste ,I very much regret what happens in Ecuador is the same script of Venezuela it must be hard that after they mistreated they humiliated they offended the Venezuelan migrants they had to emigrate to be gypsies of the world for the same cause that the Venezuelans sad,1,2,1
3781,nosotros compartimos los videos de ataques al pueblo de ecuador porque somos hijos del libertador no como ustedes que auparon callaron la represión xenofobia odio contra los venezolanos cuando moreno dio la orden de sacarlos quemarlos viva la revolución bolivariana,we share the videos of attacks on the people of ecuador because we are the children of the liberator not like you who helped silence the xenophobia repression hatred against Venezuelans when moreno gave the order to remove them burn them alive the bolivarian revolution,2,1,1
3782,pana pero xq no dices los actos de xenofobia en ecuador contra los venezolanos los indígenas están aprovechando esa coyuntura para frenar su odió,pana but xq do not say the acts of xenophobia in ecuador against Venezuelans indigenous people are taking advantage of that situation to curb their hatred,2,2,2
3783,si fuera de aquí no queremos ningún diplomático venezolano,if I were from here we don't want any Venezuelan diplomat,2,2,1
3784, no se refiera los venezolano son chavistas del regimen de maduro enviados alterar el orden en ecuador no son todos los venezolanos evite la xenofobia ,do not refer Venezuelans are Chavistas from the mature regime sent to alter order in Ecuador they are not all Venezuelans avoid xenophobia,2,2,1
3785, ojo presidente el pueblo colombiano está advertido el ingreso desbordado de migrantes venezolanos hoy tiene en jaque al borde de un golpe de estado al presidente en ecuador la mayoría de capturados en desmanes en calles de ese país son de esa nacionalidad ,"The president's eye, the Colombian people have been warned of the overflowing entrance of Venezuelan migrants. Today, the president in Ecuador is in check on the brink of a coup d'etat.",2,2,2
3786,hijo de tu puta madre el 17 de octubre te van sentenciar parido por el culo tú tus asesinos cubanos venezolanos se van quedar con la nariz larga xq aquí estamos en el ecuador no vamos dejar que cuba venezuela hagan el mismo modelo de ellos prepara la manos hdp ,"son of your motherfucking on October 17 they will sentence you in the ass, you Venezuelan Cuban assassins will stay long-nosed because here we are in Ecuador we are not going to let cuba venezuela make the same model of them prepare your hands hdp",1,2,1
3787, si hablas mierda cabron haora vas decir que los venezolanos llegaron ecuador para tumbar al presidente jente como tu basuraaaa son los que alimentan la xenofobia di la verdad mejor callateeee,"If you talk shit, you bastard, you're going to say that the Venezuelans arrived in Ecuador to knock down the president like your trash.",1,2,2
3788,no se promueve más xenofobia contra el venezolano culpando venezolanos por los desórdenes en ecuador ,xenophobia against Venezuelans is no longer promoted by blaming Venezuelans for the disorders in Ecuador,2,2,2
3789,pasado este problema con los indigenas los vándalos toca tomar una medida acerca de los venezolanos el país les quiere fuera son mala energia para el ecuador país de paz hubo mucho asaltante saqueadores pegaron gente nuestra tome una buena descicion habrá problemas,"After this problem with the indigenous people, the vandals have to take a measure about the Venezuelans. The country wants them out. They are bad energy for the Ecuador, a country of peace.",0,2,0
3790,el odio de ecuador los venezolanos es envidia no jaja ,the hatred of ecuador the Venezuelans is envy not haha,2,2,1
3791,muy feo lo la chica indígena les dijo hablan odio tratan así los venezolanos no estoy acuerdo para nada con eso me indignó este vídeo para exigir respeto hay darlo los sigo admiro m uno su causa pero esto indigna corrijan xf,"Very ugly, the indigenous girl told them they speak hatred, that is how Venezuelans treat me. I do not agree at all with that, this video outraged me to demand respect.",2,2,2
3792,hay que tener mucho cuidado con comentarios sin prueba ni fundamento con respecto venezolanos en las manifestaciones hechos violentos en ecuador pueden avivar caserías de brujas xenofobia en contra de nuestros compatriotas ,We must be very careful with comments without proof or foundation regarding Venezuelans in the demonstrations. Violent events in Ecuador can stoke xenophobia witch-hunts against our compatriots.,2,2,1
3793,no es cosa de morenitas corriestas es necesidad de paz trabajo tus derechos terminan donde comienzan los nuestros indígenas no pueden quitarnos esos derechos peor con piedras palos bombas molotov no confundan con racismo si fueran venezolanos estaríamos rclamando igual,it is not a matter of fair-haired brunettes it is a need for peace work your rights end where our indigenous people begin they cannot take away those rights worse with stones sticks molotov bombs do not confuse with racism if they were Venezuelans we would be claiming the same,2,2,2
3794,hijo por dios que te pasa tus derechos terminan donde comienzan los nuestros si participas en manifestaciones violentas no esperes que nos quedemos callados tenemos derecho exigir paz nos dejen producir eso no es racismo si fueran venezolanos no indígenas sería igual,"Son of God, what happens to you? Your rights end where ours begin. If you participate in violent demonstrations, do not expect us to remain silent. We have the right to demand peace. Let us produce that. It is not racism.",0,2,2
3795,si esta protesta fuera en venezuela estados unidos ya estuviera bombardeando los venezolanos como es ecuador no tocan el tema por que les conviene que se apliquen las reformas que dio el fmi dictadas desde usa donde estan los derechos ,"If this protest were in Venezuela, the United States would already be bombing Venezuelans, such as Ecuador, they do not touch on the issue, because it is in their interest that the reforms that the IMF gave dictated from the USA where the rights are applied.",2,2,2
3796,si estuviese en mi poder hace rato hubiese dispuesto la detención de sus dirigentes correistas con intereses políticos que llaman incitan la violencia el vandalismo asesinos los venezolanos colombianos que los están dirigiendo también serán detenidos ,"If it were in my possession a long time ago, it would have ordered the arrest of its correista leaders with political interests that they call incite violence, vandalism, murderers, the Colombian Venezuelans who are directing them will also be arrested.",2,2,2
